category,key,values
Shirts,Fabric Type,"['Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'n/a', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'n/a', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'n/a', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'n/a', 'n/a', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'n/a', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'n/a', 'n/a', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'n/a', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Fleece', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'Jersey', 'n/a', 'Jersey', 'Jersey', 'Jersey', 'Jersey']"
Shirts,Brand Name,"['BONJEAN', 'Uncle GG', 'ROYALWAY', 'BONJEAN', 'Dueweer', 'n/a', 'BONJEAN', 'Dwayne', 'Uncle GG', 'BONJEAN', 'BONJEAN', 'BONJEAN', 'BONJEAN', 'B.BANG', 'BONJEAN', 'BONJEAN', 'Dueweer', 'Uncle GG', 'BONJEAN', 'BONJEAN', 'MSSNNG', 'Gefex', 'BONJEAN', 'n/a', 'n/a', 'Dueweer', 'BONJEAN', 'MSSNNG', 'BONJEAN', 'Dwayne', 'Dwayne', 'BONJEAN', 'AIFEIYIYI', 'n/a', 'BONJEAN', 'n/a', 'n/a', 'n/a', 'BONJEAN', 'Iverson', 'BONJEAN', 'BONJEAN', 'BONJEAN', 'BONJEAN', 'VTURE', 'MSSNNG', 'BONJEAN', 'Dwayne', 'BONJEAN', 'BONJEAN', 'BONJEAN', 'n/a', 'Dueweer', 'BONJEAN', 'Uncle GG', 'BONJEAN', 'ESDY', 'BONJEAN', 'BONJEAN', 'BONJEAN', 'INDCOLTS', 'Uncle GG', 'n/a', 'BONJEAN', 'Dueweer', 'BONJEAN', 'BONJEAN', 'Iverson', 'Dwayne', 'MSSNNG', 'BONJEAN', 'Uncle GG', 'BONJEAN', 'BONJEAN', 'BONJEAN', 'n/a', 'BONJEAN', 'Throwback', 'ROYALWAY', 'Dwayne', 'GLANE', 'Uncle GG', 'Dueweer', 'n/a', 'BONJEAN', 'BONJEAN', 'Uncle GG', 'BONJEAN', 'BONJEAN', 'BONJEAN', 'Uncle GG', 'ROYALWAY', 'VTURE', 'INDCOLTS']"
Shirts,Model Number,"['BONJEAN', 'MT19166', 'n/a', '33', 'RIM7066BS', 'BONJEAN', 'Lucas Scott', 'Alien Monstars', 'Bryant', '11 Kyrie Irving', 'Jerseys', 'Steve Nash', 'Gary Payton Jersey', 'BONJEAN', '#22 Quincy McCall', 'Basketball Jerseys', '44 Pete Maravich', 'K0074', 'Semi Pro Flint Tropics', '9', 'n/a', 'N', 'n/a', '#33 Will Smith', '33', '41 Dirk Nowitzki', '12', 'Wilt Chamberlain', 'n/a', '25', '2 Lonzo Ball', 'BONJEAN', '15', 'BONJEAN', 'n/a', '34 Giannis Antetokounmpo', 'Jackie Moon', '20', '30', '7 Toni Kukoc', '13 James Harden', '3 Dwyane Tyrone Wade', 'Pete Maravich', 'Dwyane Wade', 'BONJEAN', 'Ben Simmons 20', '23 LeBron James', 'BONJEAN', '23 LeBron James', 'Arvydas Sabonis #15', '20 Manu Ginobili', '35 Kevin Durant', 'Jerseys', '33', '15', '14', 'Goran Dragic', '0 Russell Westbrook', 'Moses Malone', '23 Lebron James', '1/3', 'BONJEAN', 'Will Smith Jersey', 'Charles Barkley', 'Space Jam', '10 Demar DeRozan', '11', 'Shaquille O&#39;neal Jersey', '10', '#15', 'K0073', '34', '14', 'n/a', '13 Wilt Chamberlain', '3', 'Basketball Jerseys', '15', 'BONJEAN', '30 Stephen Curry', '#23 Barack Obama', '34', '22', '96', 'Basketball Jerseys', '0 Russell Westbrook', '2', '11 Klay Thompson', 'Kobe Bryant', '50 David Robinson', '1', 'ARVYDAS SABONIS', 'n/a', 'BONJEAN', '7', 'Lew Alcindor Jr', 'BONJEAN', 'Yoga Shirts', '11 Kyrie Irving', '13 Paul George', 'Dwyane WADE', 'Aaliyah #19 Brick Layers', '5 Sasha Danilovic', 'RIM7037CSlianmeng', 'A', 'n/a', 'Basketball Jerseys', '42', 'Jack Hanson 16', '15 Arvydas Sabonis', 'Basketball Jerseys', 'Kenny Tyler', 'Len Bias', '3 Dwyane Wade', 'n/a', '16', 'MT19160', 'BONJEAN', '24 Lauri Markkanen', 'Jerseys', 'Jerseys', 'Jerseys', '6', ' Donald Trump', 'RIM7101BS', 'Women Yoga Shirts Sexy Sports Breathable Yoga Tops', 'AHSN919', 'Markelle Fultz', 'One Tree Hill  Jersey', '6', 'Basketball Jerseys']"
Shirts,Sleeve Length(cm),"['n/a', 'Short', 'Short', 'Short', 'Short', 'Short', 'Short', 'n/a', 'Sleeveless', 'n/a', 'Sleeveless', 'n/a', 'Short', 'Sleeveless', 'Full', 'Short', 'n/a', 'n/a', 'Sleeveless', 'Short', 'Sleeveless', 'n/a', 'Sleeveless', 'Sleeveless', 'Short', 'Sleeveless', 'n/a', 'n/a', 'Short', 'Sleeveless', 'n/a', 'Sleeveless', 'Sleeveless', 'Short', 'n/a', 'n/a', 'Short', 'Sleeveless', 'Short', 'n/a', 'Sleeveless', 'Full', 'Short', 'n/a', 'Short', 'Sleeveless', 'n/a', 'n/a', 'Short', 'Sleeveless']"
Shirts,Feature,"['n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'Breathable', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'Breathable', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'Breathable', 'Quick Dry', 'n/a', 'Quick Dry', 'Breathable', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'Breathable', 'n/a', 'Breathable', 'Breathable', 'Breathable', 'n/a']"
Shirts,Style,"['Hoodie', 'Camouflage', 'Throwback Hockey Jersey', 'Retro', 'Retro']"
Shirts,Color,"['Red', 'Black', 'n/a', 'Blue']"
Shoes,Brand,"['Stride Rite', 'Flojos', 'Hush Puppies', 'Aravon', 'Franco Sarto', 'Spenco', 'Camper', 'Deer Stags', 'Walking Cradles', 'Pearl Izumi', 'Ellie Shoes', 'Crocs', 'Saucony', 'Diesel', 'Dockers', 'Tamarac by Slippers International', 'ROPER', 'Volatile', 'Kenneth Cole REACTION', 'Pleaser', 'Dr. Martens', 'Dockers', 'Diesel', 'Stacy Adams', 'G.H. Bass & Co.', 'Trotters', 'New Balance', 'Easy Street', 'Miz Mooz', 'Rockport', 'Donald J Pliner', 'Finn Comfort', 'Osiris', 'Crocs', 'Nike', 'Diesel', 'CL by Chinese Laundry', 'Robeez Mini Shoez', 'Vans', 'Minnetonka', 'Hush Puppies', 'Rockport', 'L.B. Evans', 'Klogs USA', 'Naturalizer', 'Birkenstock', 'Baby Deer', 'Ellie Shoes', 'New Balance', 'Ellie Shoes', 'Ellie Shoes', 'Minnetonka', 'J-41', 'Timberland', 'Diesel', 'Florsheim', 'Jessica Simpson', 'Sandro Moscoloni', 'Mephisto', 'Birkenstock', 'Diesel', 'Dr. Martens', 'Stacy Adams', 'Fila', 'Nike', 'Florsheim', 'The Highest Heel', 'Northside', 'Stacy Adams', 'Gentle Souls by Kenneth Cole', 'Stacy Adams', 'Minnetonka', 'Dunham', 'Anne Klein', 'Rockport', 'Polo Ralph Lauren', 'Gentle Souls by Kenneth Cole', 'Onex', 'Sebago', 'Volatile', 'Spring Step', 'Cole Haan', 'Diesel', 'SJP by Sarah Jessica Parker', 'The Highest Heel', 'Finn Comfort', 'Drew Shoe', 'Stacy Adams', 'Skechers', 'Ellie Shoes', 'Foamtreads', 'Saucony Originals', 'Ralph Lauren Layette', 'Onex', 'Sperry', 'La Plume', 'Minnetonka', 'Klogs USA', 'Fila', 'EMU Australia', 'Stacy Adams', 'Crocs', 'Minnetonka', 'Minnetonka', 'Sanuk', 'Minnetonka', 'Eastland', 'Dunham', 'Minnetonka', 'Nike', 'Onex', 'Polo Ralph Lauren', 'Fila', 'Earth', 'Georgia', 'La Plume', ""Dr. Scholl's Shoes"", 'Michael Michael Kors MK', 'Keds', 'Cole Haan', 'Sanuk', 'T.U.K.', 'Diesel', 'Minnetonka', 'Dunham', 'Ellie', 'Yellow Box', 'Yellow Box', 'Minnetonka', 'Nike', 'Ellie Shoes', 'STACY ADAMS', 'Hush Puppies', 'Eastland', 'Calvin Klein', 'Franco Sarto', 'Holy Land Market', 'Osiris', 'Naturalizer', 'TOMS', 'Franco Sarto']"
Shoes,Age,"['Toddler', '3-6 Months', 'Tod/YTH', 'Infant', ""Women's"", 'Infant/Toddler']"
Shoes,Gender,"[""Girl's"", ""Women's"", 'mens', ""Women's"", ""Women's"", ""Women's"", ""Men's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Women's"", ""Women's"", ""Men's"", ""Men's"", ""Men's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Women's"", ""Men's"", ""Men's"", ""Men's"", ""Women's"", ""Women's"", ""Men's"", ""Women's"", ""Women's"", ""Men's"", 'Womens', ""Women's"", ""Men's"", ""Men's"", ""Men's"", ""Women's"", ""Men's"", ""Men's"", ""Men's"", ""Men's"", ""Women's"", ""Women's"", 'Unisex', ""Men's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Men's"", ""Men's"", ""Men's"", ""Men's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Men's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Men's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Women's"", ""Men's"", ""Women's"", ""Women's"", ""Women's"", ""Women's"", ""Women's"", ""Men's"", ""Men's"", ""Women's"", 'womens', ""Women's"", ""Women's"", ""Men's"", ""Women's"", ""Women's"", ""Women's"", 'Sneaker', ""Women's"", ""Women's"", ""Women's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Women's"", ""Women's"", ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Men's"", ""Men's"", ""Men's"", ""Women's"", ""Women's"", ""Women's"", ""Men's"", 'Unisex', ""Men's"", ""Women's"", ""Men's"", ""Women's"", ""Women's"", 'womens', ""Men's"", ""Men's"", ""Women's"", ""Men's"", 'womens', ""Men's"", ""Men's"", ""Women's"", 'Unisex', ""Men's"", ""Women's"", 'Womens', ""Women's""]"
Shoes,Model name,"['SRT Emilia', 'Fiesta', 'Gil', 'Jodi', 'Nolan', 'Supreme', 'Pelotas XL 18304', 'Tribune Wingtip', 'Natalie Classic', 'X-Alp Low', '8401', 'Jayna', 'Kinvara 11', 'Loop Nylon', 'Castaway', 'Handsewn', 'Performance Slip On-m', 'Cash', 'Punchual', 'Domina-460', '1B60', 'Catalina', 'Eagle Loop', 'Madison', 'Margie', 'Lauren', 'M587', 'Drape Toast Slingback', 'Panthea', 'Classic', 'Honey -26', 'Adana', 'Duffel LP', '11989M', 'Dunk High', 'Pass On', 'Sonnet Vitello', 'Scalloped Pop Flower', 'Classic', 'Double Bottom Hardsole', 'Mall Walker', 'Shakespeare Circle', 'Chicopee', 'Deino', 'Profi Birki', '2154', '105-saddle', 'MW811', '711-STARLA', '652-bonnie', 'Classic', 'Tahoe', 'Radler Trail Camper', 'Pass On', 'Castellano Wingtip', 'Calie', 'Tampa', 'Hurrikan', 'Professional', 'Exposure', '1461 W', 'Raynor', 'Original', 'Air Huarache Run', 'Milano', 'Kissable', 'Lincoln', 'Madison', 'Bay Braid', 'Madison', 'Kilty Unbeaded', 'Blair', 'Fabulist', 'World Tour Classic', 'Conrad', 'Bay Braid', 'Christina', 'Bala', 'Cash', 'Chino', 'Gunnison Driver', 'Runaway', 'Fawn', 'Classic', '2051-014099', 'Dora', 'Templin', 'Parties-Mate', '557-eden', 'CODDELSN', 'Bal Harbour', 'Infinity', 'Angelfish-W', 'Paola', 'Classic', 'Dusty', 'Hometown Extra-M', 'Stinger Lo', 'Raynor', 'Kadee Flat', 'Shuffle', 'Soft-T', 'Syracuse', 'Battery Park', 'Wild Trail', 'Sail', 'Vaughn', 'Original', 'Bali', 'G6152', 'Jen', 'Jam Session', 'Flex Kitten', 'Bryn', 'Howland Penny, T.Moro Crocodile', 'Chiba', 'A8140', 'Great Era-Pass On-00YC11PS048', 'Soft-T', '8500', '601-juliet', 'Gabbie', 'Shelly-s', 'Nub Sole', 'Heritage-M', '8400', 'Corrado', 'Epic Mary Jane', 'Buck', 'Merl Suede', 'Bocca', 'Jerusalem Style II', 'Lennix-M', 'Music', '001001B07-BLK', 'Nolan']"
Shoes,Color,"['White', 'Black', 'Black', 'Black', 'Taupe', 'Dark Brown', 'Black', 'Black/Moonlight', 'Black', 'Nautical Navy', 'Aqu/Blu', 'Brown', 'Raisin', 'Black-Suede', 'Bay Brown', '7 M US', 'Whiskey', 'Black', 'Saddle Tan', 'Blue', 'Blue', 'Black', 'Chocolate Nubuck', 'Black', 'Blue/White/Black', 'Black/Black', 'Black/Silver', 'Brown/Pink', '(ASPCA) Dogs', 'Black', 'Tan', 'Dusty Black', 'Blue', 'White/Blue', 'Black/White', 'Yellow-9', 'Black/Red', 'Black', 'Black/Blue', 'Lime', 'Buttercup/Black', 'Black Patent', 'Black', 'Black', 'Black Patent', 'Black', 'Cream/Navy', 'Sunset/Gold Dart/White/Black', 'Burgundy', 'Brown Multi', 'Antique Pewter', 'Black', 'Navy Smooth', 'Brown Smooth', 'Black', 'Chocolate', 'FAL Roy/Ru', 'Black', 'Brown Leopard', 'White', 'Brown', 'Brown', 'White', 'Candy', 'Gold Metallic', 'Cognac', 'Chocolate', 'Black', 'Mauve', 'Mint/Green', 'Navy', 'Black', 'Black', 'Ivory', 'Chocolate Moose', 'Gloss Black', 'Black/White/Vintage Red', 'Mushroom', 'Raspberry/Raspberry', 'Natural Moose', 'Mocha Deerskin', 'Champagne Deerskin', 'Black', 'Black', 'Champagne Deerskin', 'Black/Cool Grey/Dark Grey/Metallic Platinum', 'Black', 'Dark Khaki', 'Cream/E.Navy', 'barracuda gold', 'Beige Python', 'Soft Grey Snake', 'Black Patent', 'Breton Stripe', 'Black', 'Black/White', 'Champagne Deerskin', 'Brown', 'White', 'Pewter', 'Black', 'White/Metallic Silver/Black', 'Red Patent', '14', 'Black', 'Taupe', 'Navy', 'Black', 'Brown', 'Black', 'Black']"
Shoes,Size,"['6 M US', '10 M US', '12 Wide US', '9.5 N US', '11 M US', '41 EU/8 M US', '14 M', '49', '5 M US', '4 M US', '9 Wide', '10 M US', '14 W US', '10 D(M) US', '10', '9.5', ""US Women's 9 M"", '12 M US', '10.5 M US', '12 D US', '7 N US', '7 W', '10.5 M US', '4 M US', '7 M US', '2 M US Infant', '3.5 M YTH', '10 M US', '12 M', '41 M EU', '0.5 M US Infant', '10', '10 M US', '7 M US', '8.5 M US', '15 M US', '8.5 M US', '8 M US', '5-5.5 Narrow', '6 UK/8 M US', '7.5 M US', '6.5 M US', '6.5', '10 D US', '13 D US', '10 M US', '11 D US', '7.5 M US', '10 4E US', '7.5 M US', '5 M US', '10.5 D US', '9 M US', '6 M US', '7.5 M US', '35 EU/4.5-5 M US', '9 D US', '11 M US', '6.5 Medium US', '6 US', '10.5 M', '5.5 M US', '12 M US', '8.5 B US', '9.5 M US', '0 M US Infant', '5 M US', '8 M US', ""36 (5.5-6 Women's B US)"", '8.5 M US', '11 W US', '10 M US', '10 M US', '6 M US', '10.5 M US', '7 M US', '8 M US', '7 M US', '8 D US', '5 M US', '11.5 D - Medium', '9 M US', '12 D US', '11 M US', '13 M US', ""36 (US Women's 5.5-6)"", '7.5', '8', '5', '8 M US', '10', '5 M US', '7.5 M US', '13 4E US', '5 M US', '6 US', '11.5 M US', '13 W US', '14 M US', '9.5 M US', '10.5 2E US', '9.5 M US', '10.5 M', '5', '10 W US']"
Shoes,Shoe type,"['oxfords', 'Slide Mule', 'Oxford', 'Slide', 'Ballet Flat', 'Boat Shoe', 'Sneaker', 'Slip On Loafer', '20-Eye Boot', 'Slip-On', 'Fashion Sneaker', 'Oxford', 'Sandal', 'Dress Wedge', 'Closed Toe Loafers', 'Clog', 'Pump', 'Mary Jane', 'Slip-On', 'Oxford', 'Penny Loafer', 'Slipper', 'Pump', 'Slip Resistant Work Shoe', 'Crib Shoe', 'Platform Sandal', 'Oxford', 'Oxford', 'Pump', 'Venetian Loafer', 'Moccasin', 'High-Top Sneaker', 'Oxford', 'Oxford', 'Slip-On Loafer', 'Pump', 'Boot', 'Cap-Toe Spat Boot', 'Ballet Flat', 'Oxford', 'Moccasin', 'Slip-On', 'Hi-Top Sneaker', 'Ballet Flat', 'Sandal', 'Slip-On Loafer', 'Sneaker', 'Fashion Sneaker', 'Pointed Toe Dress Pump', '4"" Pump,', 'Bicycle-Toe Slip-On', 'Oxford', 'Crib Shoe', 'Thong', 'Moccasin', 'Oxford', 'Classic Moccasin', 'Gore Front Moccasin', 'Moccasin', 'Slip On', 'Soft-T Moccasin', 'Sandal', 'Mid Calf Boot', 'Sneaker', 'Pump', 'Ballet Flat', 'Creeper Oxford', 'Sneaker', 'Moccasin', 'sandals', 'Moccasin', 'Oxford', 'Loafer', 'Biblical Sandals']"
Shoes,Material,"['Leather', 'Leather', 'Leather', 'Leather', 'Moosehide', 'Tokyo Super Grip Leather', 'Rubber', 'Snakeskin', 'Leather', 'Canvas', 'Leather', 'Suede Leather', 'Moosehide', 'Moosehide', 'Deerskin', 'Deerskin', 'Deerskin', 'Deerskin', 'Suede', 'Leather', 'Canvas']"
Shoes,Sport,"['Running', 'Walking', 'Skateboarding', 'Walking', 'Tennis', 'Running', 'Walking', 'Tennis', 'Golf']"
Shoes,Closure,"['Ankle Strap', 'Lace Up', 'Lace-up']"
Shoes,Waterproof,['Waterproof']
Laundry Detergent,Brand,"['Gain flings!', 'Persil', 'Persil', 'OxiClean', 'Persil', 'Glamorous Wash', 'Amazon Brand - Solimo', 'Biokleen', 'Tru Earth', ""Spray'n Wash"", 'Earth Friendly Products Ecos', 'ecoegg', 'Forever New', 'Arm & Hammer', 'Method', 'Tide', ""Mrs. Meyer's Clean Day"", 'Shout', ""Mrs. Meyer's Clean Day"", 'Arm & Hammer', 'Jabon Zote Blanco', 'Amazon Brand - Presto!', '20 Mule Team', 'Method', 'KIRKLAND SIGNATURE', 'Tide', ""Nature's Miracle"", ""Spray 'n Wash"", 'all', 'Gain', 'Arm & Hammer', 'OxiClean', 'Tide', 'Arm & Hammer', 'Seventh Generation', 'Amazon Brand - Solimo', 'Tide Plus Febreze Freshness', 'OxiClean®', 'MILLIARD', 'Method', 'Amazon Brand - Solimo', 'Tide PODS', 'Grab Green', 'Puracy', 'Persil ProClean', 'Kaboom', ""Mrs. Meyer's Clean Day"", 'Forever New', 'Seventh Generation', 'Shout', 'Xtra', 'Rit Dye', 'OxiClean', 'Persil', 'Gain', 'Arm & Hammer', 'Arm & Hammer', 'Davis Instruments', 'Arm & Hammer', 'Ecover Zero', 'Arm & Hammer', 'OxiClean', 'The Laundress New York', 'Arm & Hammer', 'Gain', 'all', 'OxiClean', 'Arm & Hammer', 'Purity Pool OS Out Spot', 'Method', 'Amazon Brand - Presto!', 'Soakwash', 'Tide', 'Persil ProClean', 'Dreft Active', ""Mrs. Meyer's Clean Day"", 'Method', 'Arm & Hammer', 'Puracy', 'Shout', 'Earth Friendly Products ECOS', 'Tyler Candle Co', 'Gain Fireworks', 'Retro Clean', 'Shout', 'HEX Performance', 'Earth Friendly Products Ecos', 'Zote', 'OxiClean', 'Purex', 'Gain', ""Mrs. Meyer's Clean Day"", 'Shout', 'MILLIARD', 'Good Natured Brand', 'Gain flings!', 'Woolite Clean & Care', 'Method', 'Gain', 'OxiClean', 'Amazon Brand - Solimo', 'Amazon Brand - Solimo', 'OxiClean', 'Crystals', 'Persil', 'OxiClean', 'Incredible Inc.', 'Seventh Generation', 'Arm & Hammer', 'Tyler Candle', 'Arm & Hammer Plus OxiClean', 'OxiClean', 'OxiClean', 'Biokleen', 'Seventh Generation', 'Tide', 'Whole Foods Market', 'EARTHBORN ELEMENTS', 'GAIN', 'Persil', 'Downy', 'Amazon Brand', ""Mrs. Meyer's Clean Day"", 'Indigo Wild Zum Clean', 'Woolite', 'Seventh Generation', 'Dreft Blissfuls', 'Attitude Little Ones', 'Gain Joyful Expressions', 'Dreft', 'Grab Green Stoneworks', 'Purex', 'Shout', '365 by Whole Foods Market', 'Shout', 'Oil Vanish', 'Zote', 'MILLIARD', 'Method', 'Glamorous Wash', 'Ivory', ""Mrs. Meyer's Clean Day"", 'Tide']"
Laundry Detergent,Item form,"['Pacs', 'Power-Liquid', 'Liquid', 'Liquid', 'Liquid', 'Liquid', 'Eco-Strips', 'Liquid', 'Laundry Egg', 'Liquid', 'Liquid', 'Travel Packets', 'Trigger', 'Liquid', 'Liquid', 'Flakes', 'Pacs', 'Packs', 'Pacs', 'To Go', 'Liquid', 'Liquid', 'Liquid', 'Liquid', 'Liquid', 'Power Paks', 'Packs', 'Pacs', 'Liquid', 'Spray', 'Borax Powder', 'Liquid', 'Pacs', 'Powder', 'Liquid', 'Power-Liquid', 'No Drip Foam', 'Granular', 'Spray', 'Liquid', 'Powder', 'Power Paks', 'Power-Liquid', 'Liquid', 'Liquid', 'Liquid', 'Stick', 'Liquid', 'Liquid', 'Liquid', 'Sparkling Liquid', 'Liquid', 'Liquid', 'Wash', 'Liquid', 'Liquid', 'Liquid', 'Ready to Use Pods', 'Liquid', 'Brush', 'Liquid', 'Glamorous Wash', 'Beads', 'Bag', 'Spray and Wash', 'Liquid', 'Bar', 'Liquid', 'Pacs', 'Liquid', 'Liquid', 'Refill', 'Borax Powder', 'Laundry Soda/Detergent', 'Liquid Laundry Detergent Pacs', 'travel laundry packets', 'Packs', 'Liquid', 'Liquid', 'Pacs', 'Spray', 'Liquid', 'Liquid', 'Gel Sticks', 'Liquid', 'Liquid', 'Glamorous Sachet Single Pouch', 'Powder', 'Spray', 'Powder', 'Powder', 'Resealable Tub', 'Powder', 'Liquid', 'Liquid', 'Pacs', 'Liquid', 'Liquid', 'Beads', 'Liquid', 'Pen', 'Powder Pods', 'Pail', 'Liquid Refill', 'Trigger Spray', 'Flakes', 'Borax Powder', 'Liquid', 'Liquid', 'Powder']"
Laundry Detergent,Specialty,"['High Efficiency (HE)', 'ProClean', '2X Concentrated', 'Additive', 'ProClean', 'Concentrated', 'Concentrated', 'Plastic-Free', 'Max', 'Natural', 'Concentrated', 'Cruelty Free Formula', 'Triple Acting', 'Biodegradable Formula', 'Clear of Dyes', 'Ultra Clean', '2X Concentrated', 'Aroma Boost', 'Ultra Concentrated', '4-in-1', 'Clear of Dyes', 'Pure', 'Concentrated', '3-in-1', 'Enzyme-Based', 'Cruelty Free Formula', 'Concentrated', 'Triple Acting', 'HE', '5-in-1', 'ProClean', 'High Efficiency', 'Natural', 'Perfume/Dye Free', 'Max Force', 'Signature', 'Aroma Boost', '2X Concentrated', 'High Def', 'Concentrated', 'Concentrated', 'Biodegradable Formula', 'Enzyme-Based', 'Ultra-Concentrated', 'Hypoallergenic', 'Advanced Action', 'Concentrated Formula', '2x', '4-in-1', 'Biodegradable Formula', 'Pure', 'Eco-friendly', 'Concentrated', 'Max Force', '2X Concentrated', 'MaxForce', 'No Artificial Fragrance or Preservatives', 'ProClean', 'Biodegradable Formula', 'Gentle Cycle', 'Natural', 'Concentrate', 'Concentrated', 'Pure', 'High Maintenance', 'Infused with Essential Oils', 'with Bleach']"
Laundry Detergent,Scent,"['Original Scent', 'Intense Fresh', 'Original', 'Original', 'Lavender', 'Fresh Linen', 'Free & Clear', 'Fresh Linen', 'Original Scent', 'Clean Burst', 'Spring Garden', 'Honeysuckle Scent', 'Lavender Scent', 'Fresh Scent', 'Free & Clear', 'Ginger Mango', 'Free Clear', 'Original', 'Free & Clear', 'Free & Clear', 'Original', 'Fresh Citrus & Sandalwood Scent', 'Free & Clear', 'Spring & Renewal', 'Free + Clear', 'Free & Clear', 'Spring Meadow', 'Water Lily', 'Free & Clear', 'Intense Fresh', 'Lemon Verbena Scent', 'Original Scented', 'Free & Clear Unscented', 'Summer Fiesta', 'Original', 'Clean Meadow', 'Fresh Scent', 'Fragrance Free', 'Classic', 'Free & Clear', 'Original', 'Fresh', 'Clean Burst', 'Free + Clear', 'Fresh Scent', 'Scentless', 'Spring & Renewal', 'Fresh Clean Scent', 'Baby Blossom', 'Basil Scent', 'Free + Clear', 'Clean Burst', 'Free & Clear', 'Free & Clear', 'Diva', 'Moonlight Breeze', 'Fragrance Free', 'Free & Clear', 'Fresh Burst', 'Mountain Breeze', 'Moonlight Breeze', 'Basil Scent', 'Lavender and Eucalyptus', 'Original', 'Free + Clear', 'Original', 'Fresh Scent', 'Fresh Scent', 'Fresh Lavender Blossom', 'Intense Fresh', 'Fresh Citrus scent', 'Free & Clear', 'Glamorous Wash Diva', 'Fresh Burst', 'Free & Clear', 'Free & Clear', 'Ultra Mountain', 'Unscented', 'Original Scent', 'Original', 'April Fresh', 'Fresh Scent', 'Lemon Verbena Scent', 'Frankincense Myrrh', 'Sparkling Falls Scent', 'Free & Clear, Unscented', 'Baby Fresh', 'Fragrance Free', 'Apple Mango Tango', 'Oak Tree', 'Mountain Breeze', 'Lavender Citrus', 'Ginger Mango', 'Snow', 'Lemon Verbena Scent', 'Original']"
